gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	gene_name	gene_type
ENSG00000135093.13	775.879339804182	-1.50240347069979	0.227822639196205	4.1692995877171e-12	6.53961956809917e-11	USP30	protein_coding
ENSG00000126218.12	3465.96156589504	-3.16045210418424	0.480088652049117	4.20534318168871e-12	6.59270109368089e-11	F10	protein_coding
ENSG00000157600.12	902.354258167419	1.79346416240065	0.275139568321278	4.22274302290887e-12	6.61305409701676e-11	TMEM164	protein_coding
ENSG00000128833.13	1476.97076571767	1.64551627332975	0.251127528839598	4.23140683185771e-12	6.62315811637822e-11	MYO5C	protein_coding
ENSG00000121753.12	177.296120331124	2.91949557665198	0.445554376767706	4.25549758847465e-12	6.65738580416387e-11	ADGRB2	protein_coding
ENSG00000185664.14	192.875214867255	-1.54696318366544	0.235181075779614	4.28171164331554e-12	6.6948977407727e-11	PMEL	protein_coding
ENSG00000137364.5	2484.49106479887	-1.80555294024357	0.277229535647851	4.31187068652392e-12	6.73502055120427e-11	TPMT	protein_coding
ENSG00000146166.17	66.5691217444444	-4.71931859833964	0.721049651948018	4.31132466867327e-12	6.73502055120427e-11	LGSN	protein_coding
ENSG00000076770.14	3007.1413086522	-2.47732857101039	0.381579896765707	4.32768926314506e-12	6.7562043590382e-11	MBNL3	protein_coding
ENSG00000171729.14	1180.0278249246	2.50146261203397	0.385205718997551	4.35815142451553e-12	6.800215117471e-11	TMEM51	protein_coding
ENSG00000126838.10	1533.30940660544	-5.35478661888178	0.832248182708306	4.38183840753248e-12	6.83361392899714e-11	PZP	protein_coding
ENSG00000167614.14	2289.29730689097	4.8318510068119	0.740599516135288	4.4660321368145e-12	6.95766910887807e-11	TTYH1	protein_coding
ENSG00000145545.12	2327.16672444908	-2.1412731905012	0.331022983890676	4.53256469036253e-12	7.05398048459071e-11	SRD5A1	protein_coding
ENSG00000116985.12	394.901084813397	2.83460836258188	0.434122951159905	4.59078306985179e-12	7.13716601560603e-11	BMP8B	protein_coding
ENSG00000142082.15	1320.94322552101	-1.02171024205804	0.151956373872967	4.61520681716481e-12	7.16769386547541e-11	SIRT3	protein_coding
ENSG00000125534.10	9910.81191955472	1.48556248352864	0.225749284158713	4.73773003813822e-12	7.3465484480566e-11	PPDPF	protein_coding
ENSG00000185298.13	1120.09885129006	1.23500579331117	0.185616297401896	4.8307490948448e-12	7.48303777273347e-11	CCDC137	protein_coding
ENSG00000137393.10	801.237833846855	-2.09043603983887	0.323580164545741	4.84458467916325e-12	7.5005894026983e-11	RNF144B	protein_coding
ENSG00000198886.2	796166.09804774	-2.06145376135369	0.319028604289919	4.85314286277672e-12	7.50995642067821e-11	MT-ND4	protein_coding
ENSG00000123999.5	1167.477465237	4.49598609039964	0.68640911119709	4.94880539602505e-12	7.65008156805256e-11	INHA	protein_coding
ENSG00000171843.17	911.124686030574	2.72458157143865	0.41901250393729	4.96578416424239e-12	7.66841027487931e-11	MLLT3	protein_coding
ENSG00000125551.19	44.0163288588959	-3.99993302844157	0.608194461008184	5.23475392981187e-12	8.07543724473761e-11	PLGLB2	protein_coding
ENSG00000101222.12	79.8652700166125	4.54443633142557	0.695364851625853	5.2659564681836e-12	8.11938900756032e-11	SPEF1	protein_coding
ENSG00000163463.13	185.114315660064	2.13895733717395	0.331902278013292	5.31764555971866e-12	8.19486675216963e-11	KRTCAP2	protein_coding
ENSG00000135469.14	405.381553788853	-1.93842571131325	0.300143323952354	5.36286121293491e-12	8.26029595159002e-11	COQ10A	protein_coding
ENSG00000141526.17	2097.67166145713	3.121818510695	0.477362123365076	5.44039641661767e-12	8.37541336261094e-11	SLC16A3	protein_coding
ENSG00000170113.16	2400.79455035627	1.76984151975456	0.272982948731393	5.50881150643874e-12	8.47637939040571e-11	NIPA1	protein_coding
ENSG00000163788.14	1155.59758419741	-1.24724588036131	0.188158472962022	5.57491423027651e-12	8.57368550576115e-11	SNRK	protein_coding
ENSG00000100036.13	187.640384551237	2.10388154976352	0.326825362456522	5.61778463058853e-12	8.63518096476962e-11	SLC35E4	protein_coding
ENSG00000185585.20	796.676033652126	2.15910405561084	0.335486786255512	5.62215331252776e-12	8.63746211580394e-11	OLFML2A	protein_coding
ENSG00000151790.9	10708.497686642	-4.64972711240457	0.714007650508869	5.65439543050087e-12	8.68254166028141e-11	TDO2	protein_coding
ENSG00000043039.7	311.398491504163	4.99954109805423	0.773761159936537	5.66779594938912e-12	8.69865782227363e-11	BARX2	protein_coding
ENSG00000160957.14	635.174356782112	2.06514418911276	0.320818219821539	5.69900828870137e-12	8.73760395230851e-11	RECQL4	protein_coding
ENSG00000173950.16	487.850088736783	1.46674442298443	0.223634761575647	5.69894373328796e-12	8.73760395230851e-11	XXYLT1	protein_coding
ENSG00000170214.5	227.010777948513	-3.11534809577782	0.477068013615901	5.7634820486974e-12	8.82755385064829e-11	ADRA1B	protein_coding
ENSG00000130701.4	131.163291578463	5.04816027803516	0.783242713318094	5.96188687287787e-12	9.12662467456964e-11	RBBP8NL	protein_coding
ENSG00000186862.20	70.748179880579	3.18560053787509	0.487692005968358	5.97716666251347e-12	9.14533987611859e-11	PDZD7	protein_coding
ENSG00000161996.19	1643.29338138488	1.55021855483143	0.237544871834732	6.0168123715558e-12	9.20129789793132e-11	WDR90	protein_coding
ENSG00000185567.7	2424.09677707867	4.41978187661315	0.677112044006093	6.02309588174603e-12	9.20150816260823e-11	AHNAK2	protein_coding
ENSG00000196793.14	211.718686650219	2.47857403407289	0.38481408262542	6.0699004590086e-12	9.26828299051986e-11	ZNF239	protein_coding
ENSG00000141437.10	1.94293279896436	-3.71115178866299	0.565998035858939	6.12915745815432e-12	9.35399397398139e-11	SLC25A52	protein_coding
ENSG00000103723.16	160.795940175937	4.55289517593444	0.699643542771547	6.27344304294818e-12	9.56931762786538e-11	AP3B2	protein_coding
ENSG00000169217.9	3316.05048071325	1.08023548737709	0.162168404520463	6.28422777867865e-12	9.58088759556899e-11	CD2BP2	protein_coding
ENSG00000125885.13	250.045640729677	1.72134750809466	0.265928509911962	6.34216066635403e-12	9.66429093295871e-11	MCM8	protein_coding
ENSG00000074657.14	1687.97728066204	2.18181992241508	0.340117881837901	6.44084726442834e-12	9.80967902537019e-11	ZNF532	protein_coding
ENSG00000119698.12	105.793142555272	-3.59335638329089	0.549289317653786	6.66185318207789e-12	1.01308212204651e-10	PPP4R4	protein_coding
ENSG00000253368.4	1784.88579670464	2.65467061858237	0.411718294009632	6.67242519519308e-12	1.01366021116015e-10	TRNP1	protein_coding
ENSG00000168350.8	487.250709855831	3.48310000531349	0.533117531108137	6.84179286605434e-12	1.03781055617156e-10	DEGS2	protein_coding
ENSG00000172840.7	653.421239472715	-1.42139862319435	0.217175319647146	6.8469900194633e-12	1.03807302355843e-10	PDP2	protein_coding
ENSG00000159363.19	1183.2998838511	1.57461967806087	0.242421367892256	7.04342879782603e-12	1.06731471909567e-10	ATP13A2	protein_coding
ENSG00000156222.12	1860.07003566429	-3.50362350207176	0.53661411502758	7.08137736663121e-12	1.07252242027839e-10	SLC28A1	protein_coding
ENSG00000164080.13	837.007980033835	-1.11359404202762	0.167917767659323	7.17095242783954e-12	1.08499155405154e-10	RAD54L2	protein_coding
ENSG00000136982.6	167.972919139446	1.77037977519494	0.274851307504484	7.273962430019e-12	1.09946621424563e-10	DSCC1	protein_coding
ENSG00000196455.8	1292.89470952499	-1.08488340390498	0.163443064867068	7.30279201708063e-12	1.10326690901839e-10	PIK3R4	protein_coding
ENSG00000171044.11	79.0011372347013	2.74999828986243	0.426691200734509	7.39424982999521e-12	1.11652053786962e-10	XKR6	protein_coding
ENSG00000011638.11	881.145424697205	2.67325064675278	0.415536532387157	7.45425106201572e-12	1.12444654685107e-10	TMEM159	protein_coding
ENSG00000069974.16	1147.24220590144	-1.32546025746171	0.202007461682419	7.46453658859416e-12	1.12543111315345e-10	RAB27A	protein_coding
ENSG00000110881.12	127.162989200678	3.10869009114766	0.479021572741632	7.46909142115549e-12	1.12555110429622e-10	ASIC1	protein_coding
ENSG00000014914.21	1876.12888454718	3.06458787914752	0.472662039386227	7.51570509025677e-12	1.13200582252293e-10	MTMR11	protein_coding
ENSG00000187486.5	404.288768742073	2.77490352768449	0.430897410489806	7.81617523667046e-12	1.17607907091268e-10	KCNJ11	protein_coding
ENSG00000141505.12	11001.311721403	-4.22750047316419	0.650408951649764	7.98574581664946e-12	1.20060054994847e-10	ASGR1	protein_coding
ENSG00000147383.11	1290.26004624029	-1.10118669305994	0.166402171175522	8.09288901125906e-12	1.21466353716356e-10	NSDHL	protein_coding
ENSG00000211456.13	1218.13917463918	-1.17910192300648	0.178826963626677	8.12562378531619e-12	1.21896569641144e-10	SACM1L	protein_coding
ENSG00000170145.5	2920.52188842205	-1.51445727798483	0.233394004157744	8.25590475322833e-12	1.23665110568242e-10	SIK2	protein_coding
ENSG00000144357.18	1866.10300419124	-1.33430366774616	0.203948348422307	8.32779297770941e-12	1.24617243943805e-10	UBR3	protein_coding
ENSG00000076067.13	1880.12104153013	1.80358508080499	0.281303124792648	8.45341672428241e-12	1.26433894593001e-10	RBMS2	protein_coding
ENSG00000146678.10	19872.4482779511	-4.35901894328755	0.672817388711287	8.55561808774009e-12	1.27834766667266e-10	IGFBP1	protein_coding
ENSG00000117632.23	3118.79293328739	2.11110563746862	0.331301563527687	8.59956967061116e-12	1.28427388851426e-10	STMN1	protein_coding
ENSG00000158077.5	8.44010927897311	-3.53018127989087	0.543290746722067	8.74408843188984e-12	1.30455525618374e-10	NLRP14	protein_coding
ENSG00000138823.13	4124.17691820083	-5.36902431603892	0.849537106067581	8.80492695307284e-12	1.31297772786783e-10	MTTP	protein_coding
ENSG00000146242.9	803.737438659981	2.7332425243856	0.426152467582582	8.9175148594869e-12	1.32910476574224e-10	TPBG	protein_coding
ENSG00000067208.14	973.41729104354	-1.34278785180817	0.205705852427793	9.0241755766032e-12	1.34366429284052e-10	EVI5	protein_coding
ENSG00000141349.8	2021.66552432427	1.54538786564201	0.239034308784304	9.09720392875591e-12	1.35386469800566e-10	G6PC3	protein_coding
ENSG00000124920.14	10175.1698393537	2.66420020950311	0.416202754656831	9.1054872619225e-12	1.35442426767881e-10	MYRF	protein_coding
ENSG00000243364.8	559.112400830201	2.24139098739838	0.352397855566311	9.23636047239618e-12	1.37184693266349e-10	EFNA4	protein_coding
ENSG00000112159.12	1836.91891626134	-1.81704908401336	0.284151323079889	9.28146749661928e-12	1.37786307016e-10	MDN1	protein_coding
ENSG00000129244.9	155.858908998535	-2.33237786271571	0.366528019207421	9.28770541802217e-12	1.37810586388423e-10	ATP1B2	protein_coding
ENSG00000159423.17	12311.2728632463	-3.21021845104779	0.496559688446299	9.38515324796425e-12	1.39118635496928e-10	ALDH4A1	protein_coding
ENSG00000095596.12	148.770773575374	-5.03959607076583	0.79071249022237	9.49275249745589e-12	1.40643982202534e-10	CYP26A1	protein_coding
ENSG00000166902.5	1631.61038932045	-1.23532395865398	0.188523950814014	9.5322315265337e-12	1.41089277607019e-10	MRPL16	protein_coding
ENSG00000074695.6	8297.80570628058	-1.65158565625898	0.256987474126917	9.65148769866255e-12	1.42713331437557e-10	LMAN1	protein_coding
ENSG00000119688.21	1753.39630786084	-1.12133739587683	0.170281165751537	9.6658080547306e-12	1.42813784285621e-10	ABCD4	protein_coding
ENSG00000197415.12	1050.09428149918	3.50781212117052	0.541223153496205	9.66973230612272e-12	1.42813784285621e-10	VEPH1	protein_coding
ENSG00000187730.9	231.164125933927	3.06577552913143	0.475733586730297	9.70533327358536e-12	1.43226611242467e-10	GABRD	protein_coding
ENSG00000150907.10	1560.16120167779	-2.08205431233641	0.32774246664633	9.84685188607213e-12	1.45243490652541e-10	FOXO1	protein_coding
ENSG00000163602.11	1388.40853954254	-1.23107545315675	0.188003456669851	9.90662159676485e-12	1.46053161236795e-10	RYBP	protein_coding
ENSG00000157131.11	9399.58271916364	-5.00110931700835	0.784918047342421	1.00236961900625e-11	1.47633809650291e-10	C8A	protein_coding
ENSG00000110660.15	579.038820000012	3.16215310325725	0.490290960821509	1.00488731469009e-11	1.47931862653714e-10	SLC35F2	protein_coding
ENSG00000078098.14	269.795442917759	3.49744606413847	0.540179714952282	1.00646316569482e-11	1.48091039657985e-10	FAP	protein_coding
ENSG00000123136.15	2669.62907772496	1.37139537430671	0.21094739447116	1.01547990340471e-11	1.49344374988444e-10	DDX39A	protein_coding
ENSG00000167123.19	1601.68311229953	2.34038813257825	0.368622501651849	1.02319420961555e-11	1.50405028073237e-10	CERCAM	protein_coding
ENSG00000167711.14	35762.2173664842	-4.38313786557507	0.679786419801007	1.02972171227822e-11	1.51290271004646e-10	SERPINF2	protein_coding
ENSG00000274070.2	760.017920369088	2.08428925184965	0.328480363125562	1.03292992466422e-11	1.51657383945808e-10	CASTOR2	protein_coding
ENSG00000166925.9	2547.22200204424	1.06698514339996	0.161905712320213	1.04383852660906e-11	1.5306394222456e-10	TSC22D4	protein_coding
ENSG00000115386.6	287.318589327072	6.06155724203487	0.998843946965215	1.07422438833859e-11	1.57365464090129e-10	REG1A	protein_coding
ENSG00000171302.17	2844.55838731348	1.14916604477047	0.175255737083477	1.10320202404406e-11	1.61531433769933e-10	CANT1	protein_coding
ENSG00000099330.9	1136.40211968363	-1.74733460239676	0.273790770528583	1.10959697522626e-11	1.62388378441837e-10	OCEL1	protein_coding
ENSG00000219607.4	261.008650879792	-3.43708382915296	0.532389080194297	1.11230892930161e-11	1.62705746312057e-10	PPP1R3G	protein_coding
ENSG00000135823.14	1326.81858501533	1.38793143240286	0.214132963666089	1.11704057279002e-11	1.63238388828948e-10	STX6	protein_coding
ENSG00000103534.17	1463.43295511643	4.48348046412693	0.698089721673081	1.13733243336118e-11	1.66122658790897e-10	TMC5	protein_coding
ENSG00000100362.13	17.8913041936834	-3.85986106427596	0.597504614873162	1.1446984985569e-11	1.6711705091316e-10	PVALB	protein_coding
ENSG00000230124.8	1603.49134931713	1.1081425750397	0.168833360908058	1.148425253065e-11	1.67579421795932e-10	ACBD6	protein_coding
ENSG00000153208.17	440.359511853895	-2.0923917444606	0.330740211812508	1.16444194161537e-11	1.69833828825081e-10	MERTK	protein_coding
ENSG00000144659.13	1249.41433227033	-1.30442742388056	0.200656507363925	1.16805168472475e-11	1.70253989004343e-10	SLC25A38	protein_coding
ENSG00000108639.8	9909.51113339196	1.46017466543844	0.22635805791834	1.18305499684614e-11	1.72129328331214e-10	SYNGR2	protein_coding
ENSG00000153165.19	24.6793576669702	-2.73673116514158	0.429737719143323	1.19877534874355e-11	1.743318614251e-10	RGPD3	protein_coding
ENSG00000137673.9	10543.9978218403	4.49222786329907	0.700634253928747	1.21171749824573e-11	1.76128432281416e-10	MMP7	protein_coding
ENSG00000141424.13	3673.631884244	2.0381834003201	0.322398821573498	1.22533908318892e-11	1.78021970732295e-10	SLC39A6	protein_coding
ENSG00000118804.8	321.727938108511	-2.01055934780613	0.318089848606343	1.25382613760049e-11	1.82072337721491e-10	STBD1	protein_coding
ENSG00000163923.10	327.523178466498	2.17918180743327	0.345311505873739	1.26936602583245e-11	1.8423958754969e-10	RPL39L	protein_coding
ENSG00000168575.10	2271.15772684118	-1.57985176246246	0.246680760014203	1.27074711291362e-11	1.84350682180099e-10	SLC20A2	protein_coding
ENSG00000104899.8	190.643386642473	4.08185603816009	0.634214650066426	1.27313609215317e-11	1.84607816016185e-10	AMH	protein_coding
ENSG00000130529.16	2134.54433520084	1.58101790189936	0.24696601136442	1.29040980026131e-11	1.86931498061076e-10	TRPM4	protein_coding
ENSG00000196421.8	101.871248430005	2.82689592222575	0.443936573619683	1.30256295678747e-11	1.88600786339881e-10	C20orf204	protein_coding
ENSG00000197417.9	236.779142449125	-1.68757168903132	0.264927772886571	1.31786990519884e-11	1.90724884346876e-10	SHPK	protein_coding
ENSG00000111249.14	1001.44548493228	-4.04658997958139	0.629448220025141	1.34828460057445e-11	1.94938125519077e-10	CUX2	protein_coding
ENSG00000172687.13	153.689137299804	2.6243637398528	0.414280258755649	1.3511369228832e-11	1.95256239777469e-10	ZNF738	protein_coding
ENSG00000213793.5	812.135348941195	2.80568912850757	0.441209756118173	1.35196148793395e-11	1.95281152113876e-10	ZNF888	protein_coding
ENSG00000179399.15	17.7557235524149	-3.32942147440215	0.519313088985353	1.41562751637178e-11	2.04280167338411e-10	GPC5	protein_coding
ENSG00000112337.10	942.547852013899	-4.61882492133308	0.724836878630344	1.42045140125843e-11	2.0487753520174e-10	SLC17A2	protein_coding
ENSG00000160282.14	12702.3804100733	-4.63675381112368	0.727935854713327	1.42300687249252e-11	2.05147302758997e-10	FTCD	protein_coding
ENSG00000084674.15	114149.235536894	-4.35824768614495	0.681063275187548	1.42548242325539e-11	2.05405294511724e-10	APOB	protein_coding
ENSG00000111647.13	991.532708741448	-1.44375835034697	0.224661460445296	1.43539182387792e-11	2.06733705542937e-10	UHRF1BP1L	protein_coding
ENSG00000143258.16	1063.74305426196	1.39762436715714	0.217077461832941	1.45702788981602e-11	2.09648179263628e-10	USP21	protein_coding
ENSG00000166856.3	89.1904914163157	-3.31304851421782	0.517398932716914	1.47715620080587e-11	2.12442306055381e-10	GPR182	protein_coding
ENSG00000149485.19	4657.35284371208	-2.97004022077571	0.466541436774917	1.48727239879164e-11	2.13691926281277e-10	FADS1	protein_coding
ENSG00000164038.16	1176.58277920577	-3.3737209327852	0.52662282598151	1.49049120658612e-11	2.14051693999081e-10	SLC9B2	protein_coding
ENSG00000010318.21	123.185044913436	-1.62884255860625	0.255913445010611	1.50599638769983e-11	2.1617473555559e-10	PHF7	protein_coding
ENSG00000002549.12	4508.64314121405	-1.30802433418077	0.202497516763109	1.52433667302489e-11	2.187025059913e-10	LAP3	protein_coding
ENSG00000158828.8	810.13946053994	-2.16353077666876	0.344406434277639	1.53052822381947e-11	2.19380596485525e-10	PINK1	protein_coding
ENSG00000215644.10	1360.68654433507	-5.13535627065894	0.817804994890908	1.53205685792323e-11	2.19494633955958e-10	GCGR	protein_coding
ENSG00000135052.16	6738.49593259682	2.11142236640206	0.336056482248268	1.53380312645186e-11	2.19639727476557e-10	GOLM1	protein_coding
ENSG00000138131.4	3134.34227275471	3.27556484163289	0.512425582410737	1.55381587511632e-11	2.22399181398699e-10	LOXL4	protein_coding
ENSG00000196705.8	587.264969131969	2.15193707454826	0.342733542008662	1.56389527693056e-11	2.23734908156386e-10	ZNF431	protein_coding
ENSG00000234602.9	20.929870610641	5.30037243696874	0.849376145860583	1.58239752131116e-11	2.26165770790549e-10	MCIDAS	protein_coding
ENSG00000164924.18	25635.8388207913	1.38592494881824	0.215561873524986	1.58336354712094e-11	2.26195871619476e-10	YWHAZ	protein_coding
ENSG00000125319.15	191.214217328822	2.02787733705439	0.322761651690644	1.58562901854839e-11	2.26411491189292e-10	HROB	protein_coding
ENSG00000162267.12	26639.4448258104	-4.46974820194593	0.701809295221308	1.61414822427774e-11	2.30373881218058e-10	ITIH3	protein_coding
ENSG00000112293.15	1192.72669966038	-3.74623493705898	0.584818686543339	1.62679325458487e-11	2.32067986765291e-10	GPLD1	protein_coding
ENSG00000110492.15	4494.3242460601	3.46241211099884	0.541324107278899	1.6454132874426e-11	2.34612428885208e-10	MDK	protein_coding
ENSG00000213719.8	12601.3077745844	1.69786506558643	0.268092714807943	1.64669637068222e-11	2.34683624118695e-10	CLIC1	protein_coding
ENSG00000198960.11	462.133485572098	1.46176761440901	0.228424940646055	1.65270711137782e-11	2.35428206641228e-10	ARMCX6	protein_coding
ENSG00000204219.11	3817.23647019664	-2.46379346568444	0.392104493937644	1.66537053126578e-11	2.37006605597391e-10	TCEA3	protein_coding
ENSG00000122133.17	1009.43493003839	6.69435157904911	1.20775478594391	1.67112719345694e-11	2.37712881490171e-10	PAEP	protein_coding
ENSG00000198938.2	469772.446729336	-1.67006162307486	0.263624805935366	1.70289020944034e-11	2.41886345072448e-10	MT-CO3	protein_coding
ENSG00000064270.13	249.091865495059	3.58622964993232	0.560858367250649	1.7222085032402e-11	2.44514410680519e-10	ATP2C2	protein_coding
ENSG00000070718.12	886.688482469527	1.82057941241268	0.289060285711832	1.73012207829208e-11	2.45521542134122e-10	AP3M2	protein_coding
ENSG00000127586.17	705.723790981674	1.69145938534347	0.267348040922431	1.73344021964293e-11	2.45803781393958e-10	CHTF18	protein_coding
ENSG00000204923.4	166.059357198044	-1.50819879926503	0.236472716950907	1.73375275124082e-11	2.45803781393958e-10	FBXO48	protein_coding
ENSG00000138735.16	1084.58232057885	2.48929726439382	0.396436313850181	1.7408796536409e-11	2.46697394552624e-10	PDE5A	protein_coding
ENSG00000134575.13	2768.01495615094	-1.40496954859921	0.219364618612504	1.78993111082542e-11	2.53408544924092e-10	ACP2	protein_coding
ENSG00000074964.17	3738.07770784044	-1.5341734452095	0.241074771978218	1.80586457840871e-11	2.55543492775482e-10	ARHGEF10L	protein_coding
ENSG00000162063.13	308.153339041555	2.0612023706176	0.329317775610707	1.81968695904689e-11	2.57377830017671e-10	CCNF	protein_coding
ENSG00000127561.15	226.471300745905	3.8491225779153	0.602745736139596	1.83876666291213e-11	2.59953683605184e-10	SYNGR3	protein_coding
ENSG00000042493.16	2985.95022215435	2.45177149148095	0.391277600393145	1.84778792482829e-11	2.61105775522103e-10	CAPG	protein_coding
ENSG00000198753.12	1138.28502253584	3.7416585769561	0.585945126149671	1.84886552938836e-11	2.61134813898471e-10	PLXNB3	protein_coding
ENSG00000100012.12	51.6697934733558	-4.47942971658596	0.705833435246758	1.85006642955487e-11	2.61181231023864e-10	SEC14L3	protein_coding
ENSG00000108479.12	2241.32975909643	-2.07586411637722	0.331925074219197	1.86800433720065e-11	2.63264259394077e-10	GALK1	protein_coding
ENSG00000213066.13	550.693087746686	-1.51392997435354	0.237863415773365	1.86833834690049e-11	2.63264259394077e-10	CEP43	protein_coding
ENSG00000021852.13	9848.44781648164	-4.74534401249415	0.752047441076998	1.8946565670044e-11	2.66847138221133e-10	C8B	protein_coding
ENSG00000175606.11	800.718337065409	-1.31935536894182	0.205448854303942	1.90770866546764e-11	2.68432897415871e-10	TMEM70	protein_coding
ENSG00000144730.19	214.774863573905	2.67343701915171	0.425234041121387	1.90991288965263e-11	2.6861682317928e-10	IL17RD	protein_coding
ENSG00000035115.22	3568.5417538063	2.05799723344761	0.329224981213092	1.91785018434202e-11	2.69574677539462e-10	SH3YL1	protein_coding
ENSG00000006125.18	8543.33319114773	1.00844083207752	0.154751675337775	1.92454239832805e-11	2.70293494526908e-10	AP2B1	protein_coding
ENSG00000162769.13	704.760392646056	2.07275821391152	0.331767611477573	1.94849027264318e-11	2.73400394722374e-10	FLVCR1	protein_coding
ENSG00000151360.10	11.0141981248549	-2.92411610614059	0.462856515933313	1.95028567140906e-11	2.73524139854808e-10	ALLC	protein_coding
ENSG00000100353.18	9190.819123677	1.00260694722313	0.15388081651811	1.96087387076081e-11	2.74880366630108e-10	EIF3D	protein_coding
ENSG00000198814.13	933.099452531253	-2.08739855293044	0.334308788558397	1.98471315566461e-11	2.78092026298855e-10	GK	protein_coding
ENSG00000198039.11	154.61255923997	1.84920439106739	0.294866801884615	1.98869349757135e-11	2.78389197745577e-10	ZNF273	protein_coding
ENSG00000159202.18	5468.76152632287	1.01300575559288	0.155605349174054	1.99000323713173e-11	2.78442368829137e-10	UBE2Z	protein_coding
ENSG00000034693.15	408.311985265481	-2.02520446251578	0.324184993835596	1.99931426929838e-11	2.796145126838e-10	PEX3	protein_coding
ENSG00000109181.12	9210.16725050687	-5.72651463727872	0.940837268812507	2.01951241414671e-11	2.82307470666643e-10	UGT2B10	protein_coding
ENSG00000148297.16	1352.28466861853	1.41950522018538	0.222560706161057	2.06836643926481e-11	2.89001849234281e-10	MED22	protein_coding
ENSG00000124102.5	830.958496003531	4.87736234647612	0.777192031366761	2.07572977930387e-11	2.89895414093731e-10	PI3	protein_coding
ENSG00000155974.12	122.399067601095	2.33336723850907	0.374089144860989	2.08989044688755e-11	2.91601070135853e-10	GRIP1	protein_coding
ENSG00000123496.8	87.275041150328	-3.68275862185834	0.578621951767828	2.10498804927099e-11	2.93570829805875e-10	IL13RA2	protein_coding
ENSG00000164040.18	3868.58700857829	-1.35689076341832	0.212205908096984	2.11572749624044e-11	2.9493123100525e-10	PGRMC2	protein_coding
ENSG00000155380.12	1427.79678993778	-2.64932179755415	0.422857811018668	2.14834434292428e-11	2.99199417024101e-10	SLC16A1	protein_coding
ENSG00000140470.15	161.467282378751	-3.08970617478584	0.488713463799085	2.15589027069315e-11	3.00110750234146e-10	ADAMTS17	protein_coding
ENSG00000173681.16	643.941343494723	1.04344973258443	0.160825492533102	2.16547283187977e-11	3.01304614335391e-10	BCLAF3	protein_coding
ENSG00000090971.5	685.321835554756	2.13514805473598	0.342842835404283	2.17386739599575e-11	3.02191789407152e-10	NAT14	protein_coding
ENSG00000136379.12	963.684818131891	2.11773959077346	0.340213247749594	2.22442010058516e-11	3.08932333357243e-10	ABHD17C	protein_coding
ENSG00000139209.16	10789.7455071717	-5.38640700503761	0.873975259818561	2.24570781077554e-11	3.1159976356836e-10	SLC38A4	protein_coding
ENSG00000187823.3	18.3135101370977	-4.51956250557577	0.716149045227928	2.24867625116871e-11	3.11867128248007e-10	RTL4	protein_coding
ENSG00000102934.10	2540.66415934524	2.34186948734339	0.37615522267971	2.25825233358030e-11	3.1305022974257e-10	PLLP	protein_coding
ENSG00000072864.16	590.08699982513	1.41649299208464	0.222616497375739	2.2965685753843e-11	3.18067311992286e-10	NDE1	protein_coding
ENSG00000171246.6	210.58064007719	4.7265465705588	0.752553719064311	2.31145706930449e-11	3.1998131773548e-10	NPTX1	protein_coding
ENSG00000172828.13	1220.29096837827	-3.72115516218498	0.586119758746086	2.3336708347522e-11	3.22907143276271e-10	CES3	protein_coding
ENSG00000158793.14	1744.09935361094	-1.02856661576239	0.158767328647364	2.37894518404451e-11	3.29019656562794e-10	NIT1	protein_coding
ENSG00000179958.10	1229.10862565964	1.3698441367482	0.21497870242282	2.38154029256523e-11	3.29226504987446e-10	DCTPP1	protein_coding
ENSG00000125430.9	1136.0770758128	-3.02844412808159	0.480821847893773	2.39188618965546e-11	3.30504144793971e-10	HS3ST3B1	protein_coding
ENSG00000049246.14	735.676847592293	-2.65479564554564	0.424854838149966	2.39676194946231e-11	3.30872489869755e-10	PER3	protein_coding
ENSG00000147647.13	7906.60321733482	-5.32196099363937	0.863123982748172	2.41770204116753e-11	3.33609457228938e-10	DPYS	protein_coding
ENSG00000165516.11	1507.36361286596	-1.29474214118544	0.202559126884809	2.44084692663959e-11	3.36492999651793e-10	KLHDC2	protein_coding
ENSG00000169093.16	1261.40554124164	-1.43873670998953	0.226697938497985	2.44268336681494e-11	3.36591201346248e-10	ASMTL	protein_coding
ENSG00000130720.13	136.655321634332	5.00046884897565	0.804373556924783	2.63245838242644e-11	3.62407822275839e-10	FIBCD1	protein_coding
ENSG00000151224.13	34233.2148280372	-4.99445315250714	0.803314969382207	2.63822342966187e-11	3.63034577915282e-10	MAT1A	protein_coding
ENSG00000134871.19	20140.0240700174	2.15374803496817	0.347589094417825	2.65000997821687e-11	3.64321619732543e-10	COL4A2	protein_coding
ENSG00000172819.17	1202.84131521077	2.01258168303784	0.32439336534413	2.64947941503875e-11	3.64321619732543e-10	RARG	protein_coding
ENSG00000135862.6	14275.2583587511	2.12549522074065	0.343130959685196	2.69381410509388e-11	3.69834368403604e-10	LAMC1	protein_coding
ENSG00000163013.12	468.418354613244	2.72176737039744	0.436331144969355	2.71535122054742e-11	3.726203556226e-10	FBXO41	protein_coding
ENSG00000105287.13	2973.93817040915	1.08903846052622	0.16911601639214	2.71983968923779e-11	3.7306532210191e-10	PRKD2	protein_coding
